"","Zi","Yi","Di"
"2045",34,7,0
"2046",31,4,0
"2047",32,5,0
"2048",34,7,0
"2049",32,5,0
"2051",31,4,0
"2053",31,4,0
"2054",31,4,0
"2055",33,6,0
"2057",33,6,0
"2058",34,7,0
"2059",32,5,0
"2063",31,4,0
"2072",32,5,0
"2073",32,5,0
"2075",34,7,0
"2077",36,9,0
"2097",36,9,0
"2098",32,5,0
"2099",32,5,0
"2104",34,7,0
"2105",33,6,0
"2106",33,6,0
"2107",31,4,0
"2110",32,5,0
"2111",31,4,0
"2114",31,4,0
"2115",32,5,0
"2116",31,4,0
"2118",34,7,0
"2120",34,7,0
"2122",34,7,0
"2123",32,5,0
"2125",39,12,0
"2126",39,12,0
"2129",37,10,0
"2130",43,16,0
"2131",41,14,0
"2133",40,13,0
"2134",41,14,0
"2137",42,15,0
"2138",43,16,0
"2145",47,20,0
"2148",35,8,0
"2183",48,21,0
"2196",45,18,0
"2197",44,17,0
"2199",47,20,0
"2201",44,17,0
"2202",44,17,0
"2203",44,17,0
"2205",43,16,0
"2206",44,17,0
"2207",43,16,0
"2209",44,17,0
"2210",43,16,0
"2212",43,16,0
"2213",43,16,0
"2214",43,16,0
"2215",43,16,0
"2216",42,15,0
"2217",42,15,0
"2219",42,15,0
"2220",40,13,0
"2221",41,14,0
"2222",41,14,0
"2223",41,14,0
"2226",41,14,0
"2227",41,14,0
"2228",39,12,0
"2229",39,12,0
"2231",39,12,0
"2232",40,13,0
"2234",40,13,0
"2235",39,12,0
"2237",39,12,0
"2238",37,10,0
"2239",38,11,0
"2241",36,9,0
"2242",35,8,0
"2243",36,9,0
"2245",38,11,0
"2246",38,11,0
"2248",38,11,0
"2249",36,9,0
"2250",35,8,0
"2251",37,10,0
"2252",37,10,0
"2253",36,9,0
"2254",36,9,0
"2256",35,8,0
"2257",34,7,0
"2258",35,8,0
"2260",35,8,0
"2261",35,8,0
"2262",36,9,0
"2263",36,9,0
"2264",34,7,0
"2265",34,7,0
"2266",34,7,0
"2267",33,6,0
"2268",34,7,0
"2269",36,9,0
"2270",35,8,0
"2271",34,7,0
"2272",35,8,0
"2274",33,6,0
"2276",34,7,0
"2277",34,7,0
"2278",35,8,0
"2279",34,7,0
"2281",32,5,0
"2282",32,5,0
"2283",35,8,0
"2284",31,4,0
"2285",31,4,0
"2286",33,6,0
"2288",32,5,0
"2289",32,5,0
"2290",32,5,0
"2291",31,4,0
"2292",31,4,0
"2293",35,8,0
"2294",34,7,0
"2295",32,5,0
"2296",34,7,0
"2298",32,5,0
"2299",32,5,0
"2300",35,8,0
"2301",35,8,0
"2302",34,7,0
"2303",33,6,0
"2304",32,5,0
"2305",33,6,0
"2306",33,6,0
"2307",34,7,0
"2308",34,7,0
"2309",33,6,0
"2310",33,6,0
"2311",33,6,0
"2314",31,4,0
"2315",31,4,0
"2316",31,4,0
"2317",31,4,0
"2318",33,6,0
"2320",32,5,0
"2321",32,5,0
"2322",32,5,0
"2323",31,4,0
"2324",31,4,0
"2325",33,6,0
"2327",32,5,0
"2328",33,6,0
"2330",31,4,0
"2331",32,5,0
"2333",34,7,0
"2335",31,4,0
"2336",31,4,0
"2337",31,4,0
"2338",31,4,0
"2340",31,4,0
"2341",31,4,0
"2342",37,10,0
"2343",32,5,0
"2363",33,6,0
"2366",33,6,0
"2370",35,8,0
"2427",47,20,0
"2429",47,20,0
"2430",47,20,0
"2436",45,18,0
"2437",45,18,0
"2441",45,18,0
"2442",46,19,0
"2444",44,17,0
"2446",44,17,0
"2449",44,17,0
"2450",44,17,0
"2453",43,16,0
"2454",43,16,0
"2455",43,16,0
"2456",43,16,0
"2457",42,15,0
"2458",42,15,0
"2460",43,16,0
"2461",41,14,0
"2465",42,15,0
"2466",39,12,0
"2467",41,14,0
"2468",41,14,0
"2469",41,14,0
"2473",41,14,0
"2474",40,13,0
"2475",40,13,0
"2476",40,13,0
"2477",39,12,0
"2478",39,12,0
"2479",37,10,0
"2481",37,10,0
"2482",38,11,0
"2484",40,13,0
"2485",36,9,0
"2486",36,9,0
"2487",38,11,0
"2488",37,10,0
"2489",37,10,0
"2490",36,9,0
"2491",37,10,0
"2492",36,9,0
"2493",36,9,0
"2494",37,10,0
"2495",37,10,0
"2496",36,9,0
"2497",35,8,0
"2498",35,8,0
"2499",34,7,0
"2500",36,9,0
"2501",35,8,0
"2502",35,8,0
"2503",36,9,0
"2504",34,7,0
"2505",35,8,0
"2506",35,8,0
"2507",33,6,0
"2508",34,7,0
"2510",35,8,0
"2511",36,9,0
"2512",35,8,0
"2513",35,8,0
"2514",33,6,0
"2515",33,6,0
"2516",33,6,0
"2517",32,5,0
"2519",34,7,0
"2520",34,7,0
"2521",35,8,0
"2548",33,6,0
"2549",33,6,0
"2550",31,4,0
"2551",33,6,0
"2552",33,6,0
"2553",32,5,0
"2554",34,7,0
"2555",35,8,0
"2557",32,5,0
"2558",35,8,0
"2559",35,8,0
"2561",35,8,0
"2562",31,4,0
"2563",34,7,0
"2565",34,7,0
"2566",34,7,0
"2568",31,4,0
"2571",34,7,0
"2572",31,4,0
"2573",31,4,0
"2574",32,5,0
"2575",32,5,0
"2576",33,6,0
"2577",32,5,0
"2578",32,5,0
"2580",33,6,0
"2581",32,5,0
"2583",32,5,0
"2584",33,6,0
"2585",33,6,0
"2586",34,7,0
"2587",38,11,0
"2589",36,9,0
"2591",31,4,0
"2592",31,4,0
"2593",31,4,0
"2594",31,4,0
"2595",31,4,0
"2596",31,4,0
"2597",31,4,0
"2612",32,5,0
"2618",34,7,0
"2622",34,7,0
"2623",32,5,0
"2624",31,4,0
"2625",36,9,0
"2671",44,17,0
"2672",44,17,0
"2674",44,17,0
"2675",45,18,0
"2676",45,18,0
"2677",43,16,0
"2679",43,16,0
"2681",43,16,0
"2682",43,16,0
"2683",43,16,0
"2684",42,15,0
"2685",41,14,0
"2686",41,14,0
"2687",40,13,0
"2688",41,14,0
"2689",41,14,0
"2690",41,14,0
"2691",41,14,0
"2692",43,16,0
"2693",41,14,0
"2694",42,15,0
"2695",39,12,0
"2696",41,14,0
"2697",41,14,0
"2698",33,6,0
"2699",35,8,0
"2701",36,9,0
"2703",35,8,0
"2704",34,7,0
"2705",34,7,0
"2706",35,8,0
"2708",39,12,0
"2709",40,13,0
"2710",39,12,0
"2711",39,12,0
"2712",40,13,0
"2713",39,12,0
"2714",39,12,0
"2715",42,15,0
"2717",39,12,0
"2718",39,12,0
"2719",37,10,0
"2720",37,10,0
"2721",37,10,0
"2722",39,12,0
"2724",39,12,0
"2725",39,12,0
"2726",36,9,0
"2727",38,11,0
"2728",37,10,0
"2729",38,11,0
"2730",38,11,0
"2731",34,7,0
"2732",36,9,0
"2733",35,8,0
"2734",35,8,0
"2735",36,9,0
"2736",35,8,0
"2737",36,9,0
"2738",35,8,0
"2739",35,8,0
"2741",35,8,0
"2742",34,7,0
"2743",35,8,0
"2744",36,9,0
"2746",35,8,0
"2747",35,8,0
"2749",36,9,0
"2750",35,8,0
"2751",34,7,0
"2752",31,4,0
"2753",33,6,0
"2754",34,7,0
"2755",32,5,0
"2756",33,6,0
"2758",35,8,0
"2759",32,5,0
"2760",33,6,0
"2761",34,7,0
"2762",34,7,0
"2763",32,5,0
"2766",32,5,0
"2767",33,6,0
"2768",33,6,0
"2769",31,4,0
"2770",31,4,0
"2771",31,4,0
"2773",32,5,0
"2774",31,4,0
"2775",33,6,0
"2776",34,7,0
"2777",32,5,0
"2778",32,5,0
"2779",34,7,0
"2781",31,4,0
"2782",31,4,0
"2783",35,8,0
"2786",31,4,0
"2787",33,6,0
"2789",33,6,0
"2790",33,6,0
"2791",33,6,0
"2793",33,6,0
"2794",32,5,0
"2795",31,4,0
"2796",31,4,0
"2797",31,4,0
"2798",32,5,0
"2800",31,4,0
"2801",31,4,0
"2803",32,5,0
"2804",31,4,0
"2809",31,4,0
"2810",33,6,0
"2811",33,6,0
"2813",35,8,0
"2814",34,7,0
"2815",36,9,0
"2816",31,4,0
"2836",33,6,0
"2908",46,19,0
"2909",47,20,0
"2911",44,17,0
"2912",44,17,0
"2913",44,17,0
"2914",44,17,0
"2917",44,17,0
"2920",43,16,0
"2921",43,16,0
"2922",43,16,0
"2923",43,16,0
"2926",43,16,0
"2927",42,15,0
"2929",43,16,0
"2930",40,13,0
"2931",41,14,0
"2932",41,14,0
"2933",41,14,0
"2934",40,13,0
"2935",41,14,0
"2937",42,15,0
"2938",41,14,0
"2939",43,16,0
"2940",42,15,0
"2941",42,15,0
"2943",42,15,0
"2944",43,16,0
"2945",39,12,0
"2946",41,14,0
"2948",39,12,0
"2950",40,13,0
"2953",39,12,0
"2954",39,12,0
"2955",43,16,0
"2956",39,12,0
"2957",37,10,0
"2959",38,11,0
"2960",39,12,0
"2962",37,10,0
"2963",36,9,0
"2964",36,9,0
"2965",36,9,0
"2968",36,9,0
"2969",35,8,0
"2970",35,8,0
"2971",35,8,0
"2972",35,8,0
"2973",35,8,0
"2974",36,9,0
"2975",35,8,0
"2976",35,8,0
"2977",35,8,0
"2979",36,9,0
"2981",37,10,0
"2983",36,9,0
"2985",37,10,0
"2986",34,7,0
"2987",34,7,0
"2988",35,8,0
"2989",37,10,0
"2990",36,9,0
"2991",34,7,0
"2992",32,5,0
"2993",33,6,0
"2994",34,7,0
"2995",34,7,0
"2996",33,6,0
"2997",34,7,0
"2999",35,8,0
"3000",34,7,0
"3001",34,7,0
"3002",33,6,0
"3003",33,6,0
"3004",32,5,0
"3006",32,5,0
"3007",33,6,0
"3008",32,5,0
"3009",33,6,0
"3010",33,6,0
"3011",33,6,0
"3012",32,5,0
"3013",32,5,0
"3014",33,6,0
"3016",32,5,0
"3017",32,5,0
"3018",33,6,0
"3019",32,5,0
"3020",34,7,0
"3021",34,7,0
"3022",31,4,0
"3023",31,4,0
"3024",32,5,0
"3025",34,7,0
"3026",31,4,0
"3027",34,7,0
"3028",35,8,0
"3029",31,4,0
"3030",35,8,0
"3032",33,6,0
"3034",33,6,0
"3035",33,6,0
"3037",32,5,0
"3038",33,6,0
"3039",34,7,0
"3040",38,11,0
"3041",34,7,0
"3042",33,6,0
"3044",31,4,0
"3046",38,11,0
"3047",37,10,0
"3048",31,4,0
"3049",39,12,0
"3050",31,4,0
"3051",32,5,0
"3052",31,4,0
"3053",31,4,0
"3054",32,5,0
"3055",32,5,0
"3056",32,5,0
"3057",32,5,0
"3058",33,6,0
"3060",32,5,0
"3061",33,6,0
"3069",33,6,0
"3070",32,5,0
"3071",32,5,0
"3081",34,7,0
"3082",31,4,0
"3083",33,6,0
"3085",36,9,0
"3086",35,8,0
"3087",34,7,0
"3114",44,17,0
"3115",44,17,0
"3116",44,17,0
"3117",44,17,0
"3118",44,17,0
"3120",45,18,0
"3147",46,19,0
"3148",46,19,0
"3149",46,19,0
"3153",47,20,0
"3164",46,19,0
"3167",43,16,0
"3169",44,17,0
"3170",43,16,0
"3171",42,15,0
"3172",42,15,0
"3174",42,15,0
"3175",42,15,0
"3178",42,15,0
"3179",41,14,0
"3180",41,14,0
"3181",41,14,0
"3182",41,14,0
"3183",41,14,0
"3184",42,15,0
"3186",40,13,0
"3187",40,13,0
"3188",41,14,0
"3189",40,13,0
"3190",40,13,0
"3192",40,13,0
"3193",40,13,0
"3194",40,13,0
"3195",40,13,0
"3196",41,14,0
"3197",41,14,0
"3198",39,12,0
"3200",39,12,0
"3201",39,12,0
"3202",39,12,0
"3203",41,14,0
"3204",39,12,0
"3205",39,12,0
"3206",39,12,0
"3207",39,12,0
"3208",38,11,0
"3210",39,12,0
"3212",37,10,0
"3213",36,9,0
"3214",38,11,0
"3215",36,9,0
"3216",35,8,0
"3217",37,10,0
"3219",37,10,0
"3220",36,9,0
"3221",38,11,0
"3222",38,11,0
"3223",35,8,0
"3224",34,7,0
"3225",35,8,0
"3226",35,8,0
"3227",35,8,0
"3229",35,8,0
"3230",35,8,0
"3231",35,8,0
"3232",34,7,0
"3234",36,9,0
"3235",35,8,0
"3236",33,6,0
"3237",36,9,0
"3238",34,7,0
"3239",36,9,0
"3242",33,6,0
"3243",33,6,0
"3244",33,6,0
"3245",33,6,0
"3247",33,6,0
"3248",34,7,0
"3249",34,7,0
"3251",34,7,0
"3255",33,6,0
"3257",32,5,0
"3258",31,4,0
"3259",31,4,0
"3260",32,5,0
"3261",34,7,0
"3263",31,4,0
"3264",34,7,0
"3265",34,7,0
"3266",33,6,0
"3269",33,6,0
"3270",34,7,0
"3272",33,6,0
"3273",34,7,0
"3274",33,6,0
"3275",31,4,0
"3276",34,7,0
"3277",32,5,0
"3278",31,4,0
"3279",31,4,0
"3280",31,4,0
"3282",32,5,0
"3283",32,5,0
"3284",32,5,0
"3286",32,5,0
"3288",31,4,0
"3290",37,10,0
"3294",32,5,0
"3295",32,5,0
"3296",32,5,0
"3297",31,4,0
"3298",31,4,0
"3299",32,5,0
"3308",33,6,0
"3310",32,5,0
"3320",35,8,0
"3321",34,7,0
"3384",47,20,0
"3388",46,19,0
"3393",45,18,0
"3394",45,18,0
"3395",45,18,0
"3397",45,18,0
"3403",43,16,0
"3406",43,16,0
"3407",43,16,0
"3408",43,16,0
"3409",43,16,0
"3411",43,16,0
"3412",42,15,0
"3413",42,15,0
"3416",42,15,0
"3417",42,15,0
"3420",41,14,0
"3421",41,14,0
"3422",40,13,0
"3423",41,14,0
"3425",41,14,0
"3427",39,12,0
"3428",37,10,0
"3429",37,10,0
"3430",39,12,0
"3431",39,12,0
"3432",39,12,0
"3433",40,13,0
"3434",40,13,0
"3435",38,11,0
"3436",38,11,0
"3437",38,11,0
"3438",39,12,0
"3439",39,12,0
"3440",39,12,0
"3442",39,12,0
"3443",38,11,0
"3444",36,9,0
"3446",35,8,0
"3448",37,10,0
"3449",37,10,0
"3453",34,7,0
"3454",31,4,0
"3456",35,8,0
"3457",32,5,0
"3458",32,5,0
"3459",34,7,0
"3460",31,4,0
"3461",32,5,0
"3462",32,5,0
"3463",34,7,0
"3464",33,6,0
"3465",31,4,0
"3466",32,5,0
"3467",31,4,0
"3468",36,9,0
"3470",34,7,0
"3471",36,9,0
"3472",37,10,0
"3473",34,7,0
"3474",36,9,0
"3475",37,10,0
"3476",35,8,0
"3477",35,8,0
"3478",35,8,0
"3479",35,8,0
"3480",36,9,0
"3481",35,8,0
"3483",35,8,0
"3486",32,5,0
"3487",34,7,0
"3489",35,8,0
"3490",33,6,0
"3491",34,7,0
"3492",34,7,0
"3495",34,7,0
"3496",35,8,0
"3497",32,5,0
"3498",32,5,0
"3499",32,5,0
"3500",32,5,0
"3501",32,5,0
"3502",32,5,0
"3503",33,6,0
"3504",33,6,0
"3505",33,6,0
"3506",33,6,0
"3507",34,7,0
"3508",32,5,0
"3509",34,7,0
"3510",32,5,0
"3511",34,7,0
"3513",33,6,0
"3514",34,7,0
"3515",33,6,0
"3516",33,6,0
"3517",33,6,0
"3518",31,4,0
"3519",34,7,0
"3520",33,6,0
"3521",32,5,0
"3522",34,7,0
"3523",31,4,0
"3524",34,7,0
"3525",34,7,0
"3526",32,5,0
"3528",31,4,0
"3529",32,5,0
"3530",31,4,0
"3531",32,5,0
"3532",31,4,0
"3533",33,6,0
"3534",33,6,0
"3535",32,5,0
"3537",31,4,0
"3538",35,8,0
"3540",31,4,0
"3541",31,4,0
"3542",31,4,0
"3544",32,5,0
"3545",31,4,0
"3546",32,5,0
"3547",37,10,0
"3548",31,4,0
"3550",32,5,0
"3551",31,4,0
"3568",32,5,0
"3569",31,4,0
"3578",34,7,0
"3579",35,8,0
"3580",32,5,0
"3581",31,4,0
"3582",34,7,0
"3583",36,9,0
"3584",36,9,0
"3643",45,18,0
"3660",32,5,0
"3662",31,4,0
"3674",33,6,0
"3675",31,4,0
"3676",33,6,0
"3677",31,4,0
"3678",35,8,0
"3679",32,5,0
"3681",31,4,0
"3683",34,7,0
"3687",44,17,0
"3691",44,17,0
"3692",44,17,0
"3693",43,16,0
"3695",46,19,0
"3696",44,17,0
"3697",43,16,0
"3698",44,17,0
"3699",43,16,0
"3700",42,15,0
"3702",42,15,0
"3704",43,16,0
"3705",43,16,0
"3706",44,17,0
"3707",42,15,0
"3708",44,17,0
"3712",41,14,0
"3713",41,14,0
"3714",40,13,0
"3715",40,13,0
"3716",41,14,0
"3717",40,13,0
"3719",42,15,0
"3720",39,12,0
"3721",39,12,0
"3722",39,12,0
"3723",39,12,0
"3724",39,12,0
"3726",39,12,0
"3727",39,12,0
"3728",41,14,0
"3729",39,12,0
"3731",38,11,0
"3732",38,11,0
"3734",38,11,0
"3735",38,11,0
"3736",38,11,0
"3737",37,10,0
"3738",38,11,0
"3739",39,12,0
"3740",37,10,0
"3741",36,9,0
"3742",38,11,0
"3744",36,9,0
"3745",36,9,0
"3746",35,8,0
"3748",37,10,0
"3749",36,9,0
"3751",36,9,0
"3752",35,8,0
"3753",34,7,0
"3754",34,7,0
"3755",35,8,0
"3756",34,7,0
"3757",34,7,0
"3758",33,6,0
"3759",36,9,0
"3760",34,7,0
